Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0009416,response to light stimulus,19_GO:0050896 response to stimulus,-2.5,9.8,4.9,30198,308,30,3,10,5.5,2002|3845|25769,ELK1|KRAS|SLC24A2,-0.99,SVM-RFE
GO Biological Processes,19,GO:0098655,cation transmembrane transport,19_GO:0051179 localization,-2.4,6.2,4.2,30198,645,30,4,13,6.2,3753|6532|9127|25769,KCNE1|SLC6A4|P2RX6|SLC24A2,-0.97,SVM-RFE
GO Biological Processes,19,GO:1901214,regulation of neuron death,19_GO:0050789 regulation of biological process,-2.4,9.6,4.8,30198,314,30,3,10,5.5,2002|2253|3845,ELK1|FGF8|KRAS,-0.97,SVM-RFE
GO Biological Processes,19,GO:0070482,response to oxygen levels,19_GO:0050896 response to stimulus,-2.4,9.6,4.8,30198,316,30,3,10,5.5,5021|5179|6532,OXTR|PENK|SLC6A4,-0.96,SVM-RFE
Reactome Gene Sets,6,R-HSA-418594,G alpha (i) signalling events,,-2.4,9.5,4.8,30198,318,30,3,10,5.5,2920|5137|5179,CXCL2|PDE1C|PENK,-0.96,SVM-RFE
WikiPathways,27,WP2882,Nuclear receptors meta-pathway,,-2.4,9.4,4.8,30198,322,30,3,10,5.5,1066|6532|27190,CES1|SLC6A4|IL17B,-0.94,SVM-RFE
GO Biological Processes,19,GO:0048638,regulation of developmental growth,19_GO:0040007 growth,-2.4,9.2,4.7,30198,329,30,3,10,5.5,2253|6532|23493,FGF8|SLC6A4|HEY2,-0.92,SVM-RFE
Reactome Gene Sets,6,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),,-2.4,9,4.7,30198,335,30,3,10,5.5,2920|5021|5179,CXCL2|OXTR|PENK,-0.9,SVM-RFE
Canonical Pathways,11,M5883,NABA SECRETED FACTORS,,-2.3,8.8,4.6,30198,343,30,3,10,5.5,2253|2920|27190,FGF8|CXCL2|IL17B,-0.88,SVM-RFE
KEGG Pathway,24,hsa04080,Neuroactive ligand-receptor interaction,,-2.3,8.3,4.4,30198,362,30,3,10,5.5,5021|5179|9127,OXTR|PENK|P2RX6,-0.82,SVM-RFE
GO Biological Processes,19,GO:0048608,reproductive structure development,19_GO:0022414 reproductive process,-2.1,7.1,4,30198,423,30,3,10,5.5,2253|2295|23493,FGF8|FOXF2|HEY2,-0.66,SVM-RFE
GO Biological Processes,19,GO:0061458,reproductive system development,19_GO:0032502 developmental process,-2.1,7.1,4,30198,426,30,3,10,5.5,2253|2295|23493,FGF8|FOXF2|HEY2,-0.65,SVM-RFE
Reactome Gene Sets,6,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,,-2,7,3.9,30198,433,30,3,10,5.5,2253|3845|23493,FGF8|KRAS|HEY2,-0.63,SVM-RFE
GO Biological Processes,19,GO:0048568,embryonic organ development,19_GO:0032502 developmental process,-2,6.8,3.9,30198,445,30,3,10,5.5,2253|2295|23493,FGF8|FOXF2|HEY2,-0.6,SVM-RFE
GO Biological Processes,19,GO:0002009,morphogenesis of an epithelium,19_GO:0032502 developmental process,-2,6.8,3.9,30198,447,30,3,10,5.5,2253|2295|3845,FGF8|FOXF2|KRAS,-0.6,SVM-RFE
WikiPathways,27,WP4216,Chromosomal and microsatellite instability in colorectal cancer,,-12,95,26,30198,74,30,7,23,7.7,208|1499|4089|4436|4616|5595|5966,AKT2|CTNNB1|SMAD4|MSH2|GADD45B|MAPK3|REL,-8,mRMR-SVM
KEGG Pathway,24,hsa05224,Breast cancer,,-12,55,21,30198,147,30,8,27,8.1,208|1499|3815|4040|4616|5595|6464|8817,AKT2|CTNNB1|KIT|LRP6|GADD45B|MAPK3|SHC1|FGF18,-8,mRMR-SVM
KEGG Pathway,24,hsa05226,Gastric cancer,,-12,54,20,30198,149,30,8,27,8.1,208|1499|4040|4089|4616|5595|6464|8817,AKT2|CTNNB1|LRP6|SMAD4|GADD45B|MAPK3|SHC1|FGF18,-8,mRMR-SVM
WikiPathways,27,WP4262,Breast cancer pathway,,-12,51,20,30198,157,30,8,27,8.1,208|1499|3815|4040|4616|5595|6464|8817,AKT2|CTNNB1|KIT|LRP6|GADD45B|MAPK3|SHC1|FGF18,-8,mRMR-SVM
KEGG Pathway,24,hsa05225,Hepatocellular carcinoma,,-11,48,19,30198,168,30,8,27,8.1,208|1499|4040|4089|4616|5595|6464|6599,AKT2|CTNNB1|LRP6|SMAD4|GADD45B|MAPK3|SHC1|SMARCC1,-7.9,mRMR-SVM
Reactome Gene Sets,6,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,,-11,23,15,30198,433,30,10,33,8.6,208|1385|1499|1523|3815|4040|4089|5595|6464|8817,AKT2|CREB1|CTNNB1|CUX1|KIT|LRP6|SMAD4|MAPK3|SHC1|FGF18,-7.7,mRMR-SVM
KEGG Pathway,24,hsa05200,Pathways in cancer,,-10,19,13,30198,531,30,10,33,8.6,208|1284|1499|3815|4040|4089|4436|4616|5595|8817,AKT2|COL4A2|CTNNB1|KIT|LRP6|SMAD4|MSH2|GADD45B|MAPK3|FGF18,-6.9,mRMR-SVM
WikiPathways,27,WP4239,Epithelial to mesenchymal transition in colorectal cancer,,-9.6,43,17,30198,165,30,7,23,7.7,208|1284|1499|4040|4089|5595|6464,AKT2|COL4A2|CTNNB1|LRP6|SMAD4|MAPK3|SHC1,-6.3,mRMR-SVM
KEGG Pathway,24,hsa05210,Colorectal cancer,,-9.6,70,20,30198,86,30,6,20,7.3,208|1499|4089|4436|4616|5595,AKT2|CTNNB1|SMAD4|MSH2|GADD45B|MAPK3,-6.3,mRMR-SVM
WikiPathways,27,WP5087,Malignant pleural mesothelioma,,-9.5,20,13,30198,447,30,9,30,8.4,208|1284|1385|1499|3815|4040|5595|6464|8817,AKT2|COL4A2|CREB1|CTNNB1|KIT|LRP6|MAPK3|SHC1|FGF18,-6.2,mRMR-SVM
GO Biological Processes,19,GO:0006351,"transcription, DNA-templated",19_GO:0008152 metabolic process,-8.4,20,12,30198,403,30,8,27,8.1,905|1284|1385|2972|4089|4800|5595|286826,CCNT2|COL4A2|CREB1|BRF1|SMAD4|NFYA|MAPK3|LIN9,-5.3,mRMR-SVM
GO Biological Processes,19,GO:0097659,nucleic acid-templated transcription,19_GO:0008152 metabolic process,-8.4,20,12,30198,405,30,8,27,8.1,905|1284|1385|2972|4089|4800|5595|286826,CCNT2|COL4A2|CREB1|BRF1|SMAD4|NFYA|MAPK3|LIN9,-5.3,mRMR-SVM
GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0023052 signaling,-8.3,15,11,30198,606,30,9,30,8.4,208|1284|1311|3815|4089|5595|6464|6599|8817,AKT2|COL4A2|COMP|KIT|SMAD4|MAPK3|SHC1|SMARCC1|FGF18,-5.2,mRMR-SVM
GO Biological Processes,19,GO:0032774,RNA biosynthetic process,19_GO:0008152 metabolic process,-8.3,19,12,30198,415,30,8,27,8.1,905|1284|1385|2972|4089|4800|5595|286826,CCNT2|COL4A2|CREB1|BRF1|SMAD4|NFYA|MAPK3|LIN9,-5.2,mRMR-SVM
WikiPathways,27,WP4685,Melanoma,,-8.2,74,19,30198,68,30,5,17,6.8,208|1385|3815|4616|5595,AKT2|CREB1|KIT|GADD45B|MAPK3,-5.1,mRMR-SVM
KEGG Pathway,24,hsa05220,Chronic myeloid leukemia,,-7.9,66,18,30198,76,30,5,17,6.8,208|4089|4616|5595|6464,AKT2|SMAD4|GADD45B|MAPK3|SHC1,-4.9,mRMR-SVM
GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-7.9,17,11,30198,468,30,8,27,8.1,1284|1311|1385|1499|4089|5595|6464|8817,COL4A2|COMP|CREB1|CTNNB1|SMAD4|MAPK3|SHC1|FGF18,-4.9,mRMR-SVM
WikiPathways,27,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,,-7.7,23,12,30198,309,30,7,23,7.7,208|1284|1311|1385|3815|5595|8817,AKT2|COL4A2|COMP|CREB1|KIT|MAPK3|FGF18,-4.8,mRMR-SVM
GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-7.7,16,11,30198,498,30,8,27,8.1,1284|1311|1385|1499|4089|5595|6464|8817,COL4A2|COMP|CREB1|CTNNB1|SMAD4|MAPK3|SHC1|FGF18,-4.7,mRMR-SVM
Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-7.5,15,10,30198,521,30,8,27,8.1,208|1284|1385|1499|3815|5595|6464|8817,AKT2|COL4A2|CREB1|CTNNB1|KIT|MAPK3|SHC1|FGF18,-4.6,mRMR-SVM
WikiPathways,27,WP4172,PI3K-Akt signaling pathway,,-7.4,20,11,30198,345,30,7,23,7.7,208|1284|1311|1385|3815|5595|8817,AKT2|COL4A2|COMP|CREB1|KIT|MAPK3|FGF18,-4.6,mRMR-SVM
KEGG Pathway,24,hsa04510,Focal adhesion,,-7.4,30,13,30198,201,30,6,20,7.3,208|1284|1311|1499|5595|6464,AKT2|COL4A2|COMP|CTNNB1|MAPK3|SHC1,-4.5,mRMR-SVM
WikiPathways,27,WP306,Focal adhesion,,-7.4,30,13,30198,202,30,6,20,7.3,208|1284|1311|1499|5595|6464,AKT2|COL4A2|COMP|CTNNB1|MAPK3|SHC1,-4.5,mRMR-SVM
KEGG Pathway,24,hsa04151,PI3K-Akt signaling pathway,,-7.3,20,11,30198,354,30,7,23,7.7,208|1284|1311|1385|3815|5595|8817,AKT2|COL4A2|COMP|CREB1|KIT|MAPK3|FGF18,-4.5,mRMR-SVM
WikiPathways,27,WP4659,Gastrin signaling pathway,,-7,44,15,30198,114,30,5,17,6.8,1385|1499|3815|5595|6464,CREB1|CTNNB1|KIT|MAPK3|SHC1,-4.3,mRMR-SVM
KEGG Pathway,24,hsa04014,Ras signaling pathway,,-7,26,12,30198,232,30,6,20,7.3,208|3815|5595|5966|6464|8817,AKT2|KIT|MAPK3|REL|SHC1|FGF18,-4.2,mRMR-SVM
WikiPathways,27,WP3931,Embryonic stem cell pluripotency pathways,,-6.9,42,14,30198,119,30,5,17,6.8,208|1499|4040|4089|8817,AKT2|CTNNB1|LRP6|SMAD4|FGF18,-4.2,mRMR-SVM
WikiPathways,27,WP4787,Osteoblast differentiation and related diseases,,-6.9,42,14,30198,120,30,5,17,6.8,1499|4040|4089|5595|8817,CTNNB1|LRP6|SMAD4|MAPK3|FGF18,-4.2,mRMR-SVM
KEGG Pathway,24,hsa04926,Relaxin signaling pathway,,-6.8,39,14,30198,129,30,5,17,6.8,208|1284|1385|5595|6464,AKT2|COL4A2|CREB1|MAPK3|SHC1,-4,mRMR-SVM
Reactome Gene Sets,6,R-HSA-74751,Insulin receptor signalling cascade,,-6.6,75,17,30198,54,30,4,13,6.2,208|5595|6464|8817,AKT2|MAPK3|SHC1|FGF18,-3.9,mRMR-SVM
WikiPathways,27,WP5144,NRP1-triggered signaling pathways in pancreatic cancer,,-6.6,73,17,30198,55,30,4,13,6.2,208|4089|5595|5966,AKT2|SMAD4|MAPK3|REL,-3.9,mRMR-SVM
GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0023052 signaling,-6.6,12,9,30198,688,30,8,27,8.1,1499|3489|3815|4089|4616|5595|6464|8817,CTNNB1|IGFBP6|KIT|SMAD4|GADD45B|MAPK3|SHC1|FGF18,-3.9,mRMR-SVM
KEGG Pathway,24,hsa05213,Endometrial cancer,,-6.5,69,16,30198,58,30,4,13,6.2,208|1499|4616|5595,AKT2|CTNNB1|GADD45B|MAPK3,-3.9,mRMR-SVM
GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0023052 signaling,-6.4,14,9.4,30198,492,30,7,23,7.7,1499|3489|3815|4616|5595|6464|8817,CTNNB1|IGFBP6|KIT|GADD45B|MAPK3|SHC1|FGF18,-3.8,mRMR-SVM
WikiPathways,27,WP4155,Endometrial cancer,,-6.3,64,16,30198,63,30,4,13,6.2,208|1499|4616|5595,AKT2|CTNNB1|GADD45B|MAPK3,-3.7,mRMR-SVM
GO Biological Processes,19,GO:0048863,stem cell differentiation,19_GO:0032502 developmental process,-6.3,32,12,30198,158,30,5,17,6.8,1499|3815|4040|4089|5595,CTNNB1|KIT|LRP6|SMAD4|MAPK3,-3.7,mRMR-SVM
Canonical Pathways,11,M12771,SA PTEN PATHWAY,,-6.2,1.8e+02,23,30198,17,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-3.7,mRMR-SVM
GO Biological Processes,19,GO:0034654,nucleobase-containing compound biosynthetic process,19_GO:0008152 metabolic process,-6.1,10,8.3,30198,787,30,8,27,8.1,905|1284|1385|2972|4089|4800|5595|286826,CCNT2|COL4A2|CREB1|BRF1|SMAD4|NFYA|MAPK3|LIN9,-3.6,mRMR-SVM
KEGG Pathway,24,hsa05218,Melanoma,,-6.1,56,15,30198,72,30,4,13,6.2,208|4616|5595|8817,AKT2|GADD45B|MAPK3|FGF18,-3.6,mRMR-SVM
KEGG Pathway,24,hsa05165,Human papillomavirus infection,,-6.1,18,9.9,30198,331,30,6,20,7.3,208|1284|1311|1385|1499|5595,AKT2|COL4A2|COMP|CREB1|CTNNB1|MAPK3,-3.6,mRMR-SVM
KEGG Pathway,24,hsa05214,Glioma,,-6,54,14,30198,75,30,4,13,6.2,208|4616|5595|6464,AKT2|GADD45B|MAPK3|SHC1,-3.5,mRMR-SVM
WikiPathways,27,WP2034,Leptin signaling pathway,,-6,53,14,30198,76,30,4,13,6.2,1385|5595|5966|6464,CREB1|MAPK3|REL|SHC1,-3.5,mRMR-SVM
KEGG Pathway,24,hsa05212,Pancreatic cancer,,-6,53,14,30198,76,30,4,13,6.2,208|4089|4616|5595,AKT2|SMAD4|GADD45B|MAPK3,-3.5,mRMR-SVM
WikiPathways,27,WP4674,Head and neck squamous cell carcinoma,,-6,53,14,30198,76,30,4,13,6.2,208|1499|4089|5966,AKT2|CTNNB1|SMAD4|REL,-3.5,mRMR-SVM
Reactome Gene Sets,6,R-HSA-9009391,Extra-nuclear estrogen signaling,,-6,52,14,30198,77,30,4,13,6.2,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-3.5,mRMR-SVM
WikiPathways,27,WP4223,Ras signaling,,-6,27,11,30198,185,30,5,17,6.8,208|3815|5595|5966|6464,AKT2|KIT|MAPK3|REL|SHC1,-3.5,mRMR-SVM
GO Biological Processes,19,GO:0031056,regulation of histone modification,19_GO:0008152 metabolic process,-6,27,11,30198,185,30,5,17,6.8,1499|4089|4800|5595|26009,CTNNB1|SMAD4|NFYA|MAPK3|ZZZ3,-3.5,mRMR-SVM
Reactome Gene Sets,6,R-HSA-74752,Signaling by Insulin receptor,,-6,52,14,30198,78,30,4,13,6.2,208|5595|6464|8817,AKT2|MAPK3|SHC1|FGF18,-3.5,mRMR-SVM
Canonical Pathways,11,M48,PID MET PATHWAY,,-5.9,51,14,30198,79,30,4,13,6.2,208|1499|5595|6464,AKT2|CTNNB1|MAPK3|SHC1,-3.5,mRMR-SVM
Reactome Gene Sets,6,R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,,-5.8,1.3e+02,19,30198,24,30,3,10,5.5,208|1385|5595,AKT2|CREB1|MAPK3,-3.3,mRMR-SVM
WikiPathways,27,WP4263,Pancreatic adenocarcinoma pathway,,-5.7,45,13,30198,89,30,4,13,6.2,208|4089|4616|5595,AKT2|SMAD4|GADD45B|MAPK3,-3.3,mRMR-SVM
KEGG Pathway,24,hsa04015,Rap1 signaling pathway,,-5.7,24,11,30198,210,30,5,17,6.8,208|1499|3815|5595|8817,AKT2|CTNNB1|KIT|MAPK3|FGF18,-3.3,mRMR-SVM
WikiPathways,27,WP69,T-cell receptor signaling pathway,,-5.7,44,13,30198,91,30,4,13,6.2,1385|5595|5966|6464,CREB1|MAPK3|REL|SHC1,-3.3,mRMR-SVM
WikiPathways,27,WP3668,Hypothesized pathways in pathogenesis of cardiovascular disease,,-5.7,1.2e+02,19,30198,25,30,3,10,5.5,4089|5595|6464,SMAD4|MAPK3|SHC1,-3.3,mRMR-SVM
Canonical Pathways,11,M274,PID LYMPH ANGIOGENESIS PATHWAY,,-5.7,1.2e+02,19,30198,25,30,3,10,5.5,1385|5595|6464,CREB1|MAPK3|SHC1,-3.3,mRMR-SVM
GO Biological Processes,19,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,19_GO:0023052 signaling,-5.6,15,8.9,30198,405,30,6,20,7.3,208|1284|3815|6464|6599|8817,AKT2|COL4A2|KIT|SHC1|SMARCC1|FGF18,-3.3,mRMR-SVM
Canonical Pathways,11,M1718,SIG IL4RECEPTOR IN B LYPHOCYTES,,-5.6,1.1e+02,18,30198,27,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-3.3,mRMR-SVM
KEGG Pathway,24,hsa05215,Prostate cancer,,-5.6,42,13,30198,97,30,4,13,6.2,208|1385|1499|5595,AKT2|CREB1|CTNNB1|MAPK3,-3.3,mRMR-SVM
KEGG Pathway,24,hsa04933,AGE-RAGE signaling pathway in diabetic complications,,-5.5,40,12,30198,100,30,4,13,6.2,208|1284|4089|5595,AKT2|COL4A2|SMAD4|MAPK3,-3.2,mRMR-SVM
WikiPathways,27,WP1544,MicroRNAs in cardiomyocyte hypertrophy,,-5.5,40,12,30198,101,30,4,13,6.2,208|1499|4040|5595,AKT2|CTNNB1|LRP6|MAPK3,-3.2,mRMR-SVM
KEGG Pathway,24,hsa04916,Melanogenesis,,-5.5,40,12,30198,101,30,4,13,6.2,1385|1499|3815|5595,CREB1|CTNNB1|KIT|MAPK3,-3.2,mRMR-SVM
Reactome Gene Sets,6,R-HSA-2219528,PI3K/AKT Signaling in Cancer,,-5.5,39,12,30198,104,30,4,13,6.2,208|1385|3815|8817,AKT2|CREB1|KIT|FGF18,-3.2,mRMR-SVM
Reactome Gene Sets,6,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,,-5.4,94,17,30198,32,30,3,10,5.5,905|4089|5595,CCNT2|SMAD4|MAPK3,-3.1,mRMR-SVM
Reactome Gene Sets,6,R-HSA-199418,Negative regulation of the PI3K/AKT network,,-5.3,36,12,30198,113,30,4,13,6.2,208|3815|5595|8817,AKT2|KIT|MAPK3|FGF18,-3.1,mRMR-SVM
WikiPathways,27,WP710,DNA damage response (only ATM dependent),,-5.3,35,12,30198,115,30,4,13,6.2,208|1499|4089|6464,AKT2|CTNNB1|SMAD4|SHC1,-3.1,mRMR-SVM
KEGG Pathway,24,hsa04935,"Growth hormone synthesis, secretion and action",,-5.2,34,11,30198,119,30,4,13,6.2,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-3,mRMR-SVM
Reactome Gene Sets,6,R-HSA-1257604,PIP3 activates AKT signaling,,-5.2,19,9.2,30198,267,30,5,17,6.8,208|1385|3815|5595|8817,AKT2|CREB1|KIT|MAPK3|FGF18,-3,mRMR-SVM
WikiPathways,27,WP4331,Neovascularisation processes,,-5.2,82,15,30198,37,30,3,10,5.5,3815|5595|5966,KIT|MAPK3|REL,-3,mRMR-SVM
KEGG Pathway,24,hsa05216,Thyroid cancer,,-5.2,82,15,30198,37,30,3,10,5.5,1499|4616|5595,CTNNB1|GADD45B|MAPK3,-3,mRMR-SVM
Canonical Pathways,11,M82,PID RET PATHWAY,,-5.1,77,15,30198,39,30,3,10,5.5,1385|5595|6464,CREB1|MAPK3|SHC1,-2.9,mRMR-SVM
KEGG Pathway,24,hsa04068,FoxO signaling pathway,,-5.1,31,11,30198,131,30,4,13,6.2,208|4089|4616|5595,AKT2|SMAD4|GADD45B|MAPK3,-2.9,mRMR-SVM
Reactome Gene Sets,6,R-HSA-5654741,Signaling by FGFR3,,-5.1,75,15,30198,40,30,3,10,5.5,5595|6464|8817,MAPK3|SHC1|FGF18,-2.9,mRMR-SVM
Reactome Gene Sets,6,R-HSA-5654743,Signaling by FGFR4,,-5,74,15,30198,41,30,3,10,5.5,5595|6464|8817,MAPK3|SHC1|FGF18,-2.9,mRMR-SVM
Reactome Gene Sets,6,R-HSA-2262752,Cellular responses to stress,,-5,9,7.1,30198,784,30,7,23,7.7,208|571|1385|3043|4800|5595|6464,AKT2|BACH1|CREB1|HBB|NFYA|MAPK3|SHC1,-2.9,mRMR-SVM
KEGG Pathway,24,hsa04010,MAPK signaling pathway,,-5,17,8.8,30198,294,30,5,17,6.8,208|3815|4616|5595|8817,AKT2|KIT|GADD45B|MAPK3|FGF18,-2.9,mRMR-SVM
WikiPathways,27,WP2036,TNF-related weak inducer of apoptosis (TWEAK) signaling pathway,,-5,72,14,30198,42,30,3,10,5.5,208|1499|5595,AKT2|CTNNB1|MAPK3,-2.9,mRMR-SVM
KEGG Pathway,24,hsa04915,Estrogen signaling pathway,,-5,29,10,30198,138,30,4,13,6.2,208|1385|5595|6464,AKT2|CREB1|MAPK3|SHC1,-2.9,mRMR-SVM
Reactome Gene Sets,6,R-HSA-8953897,Cellular responses to stimuli,,-5,8.8,7.1,30198,798,30,7,23,7.7,208|571|1385|3043|4800|5595|6464,AKT2|BACH1|CREB1|HBB|NFYA|MAPK3|SHC1,-2.9,mRMR-SVM
KEGG Pathway,24,hsa04550,Signaling pathways regulating pluripotency of stem cells,,-4.9,28,10,30198,143,30,4,13,6.2,208|1499|4089|5595,AKT2|CTNNB1|SMAD4|MAPK3,-2.8,mRMR-SVM
WikiPathways,27,WP2380,Brain-derived neurotrophic factor (BDNF) signaling pathway,,-4.9,28,10,30198,144,30,4,13,6.2,1385|1499|5595|6464,CREB1|CTNNB1|MAPK3|SHC1,-2.8,mRMR-SVM
Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-4.9,16,8.5,30198,309,30,5,17,6.8,208|1385|3815|5595|8817,AKT2|CREB1|KIT|MAPK3|FGF18,-2.8,mRMR-SVM
GO Biological Processes,19,GO:0098609,cell-cell adhesion,19_GO:0009987 cellular process,-4.9,11,7.6,30198,537,30,6,20,7.3,1311|1499|3043|3815|4040|6464,COMP|CTNNB1|HBB|KIT|LRP6|SHC1,-2.8,mRMR-SVM
Reactome Gene Sets,6,R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,,-4.9,66,14,30198,46,30,3,10,5.5,905|4089|5595,CCNT2|SMAD4|MAPK3,-2.8,mRMR-SVM
Canonical Pathways,11,M8626,SIG BCR SIGNALING PATHWAY,,-4.9,66,14,30198,46,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-2.8,mRMR-SVM
Canonical Pathways,11,M70,PID PS1 PATHWAY,,-4.9,66,14,30198,46,30,3,10,5.5,1499|4040|5595,CTNNB1|LRP6|MAPK3,-2.8,mRMR-SVM
KEGG Pathway,24,hsa04072,Phospholipase D signaling pathway,,-4.9,27,10,30198,148,30,4,13,6.2,208|3815|5595|6464,AKT2|KIT|MAPK3|SHC1,-2.8,mRMR-SVM
Reactome Gene Sets,6,R-HSA-9707616,Heme signaling,,-4.9,64,14,30198,47,30,3,10,5.5,571|1385|3043,BACH1|CREB1|HBB,-2.8,mRMR-SVM
WikiPathways,27,WP4666,Hepatitis B infection,,-4.8,26,9.9,30198,154,30,4,13,6.2,208|1385|4089|5595,AKT2|CREB1|SMAD4|MAPK3,-2.7,mRMR-SVM
Reactome Gene Sets,6,R-HSA-5654736,Signaling by FGFR1,,-4.8,60,13,30198,50,30,3,10,5.5,5595|6464|8817,MAPK3|SHC1|FGF18,-2.7,mRMR-SVM
WikiPathways,27,WP3646,Hepatitis C and hepatocellular carcinoma,,-4.8,60,13,30198,50,30,3,10,5.5,1284|4089|5595,COL4A2|SMAD4|MAPK3,-2.7,mRMR-SVM
KEGG Pathway,24,hsa04218,Cellular senescence,,-4.8,26,9.8,30198,156,30,4,13,6.2,208|4616|5595|286826,AKT2|GADD45B|MAPK3|LIN9,-2.7,mRMR-SVM
Canonical Pathways,11,M7955,SIG INSULIN RECEPTOR PATHWAY IN CARDIAC MYOCYTES,,-4.7,59,13,30198,51,30,3,10,5.5,208|5595|6464,AKT2|MAPK3|SHC1,-2.7,mRMR-SVM
GO Biological Processes,19,GO:0046661,male sex differentiation,19_GO:0022414 reproductive process,-4.7,25,9.7,30198,160,30,4,13,6.2,1499|3815|4089|4436,CTNNB1|KIT|SMAD4|MSH2,-2.7,mRMR-SVM
Canonical Pathways,11,M231,PID KIT PATHWAY,,-4.7,58,13,30198,52,30,3,10,5.5,3815|5595|6464,KIT|MAPK3|SHC1,-2.7,mRMR-SVM
KEGG Pathway,24,hsa05161,Hepatitis B,,-4.7,25,9.6,30198,162,30,4,13,6.2,208|1385|4089|5595,AKT2|CREB1|SMAD4|MAPK3,-2.7,mRMR-SVM
Reactome Gene Sets,6,R-HSA-2428924,IGF1R signaling cascade,,-4.7,57,13,30198,53,30,3,10,5.5,208|6464|8817,AKT2|SHC1|FGF18,-2.7,mRMR-SVM
Canonical Pathways,11,M286,PID TGFBR PATHWAY,,-4.7,56,13,30198,54,30,3,10,5.5,1499|4089|6464,CTNNB1|SMAD4|SHC1,-2.7,mRMR-SVM
Reactome Gene Sets,6,R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),,-4.7,56,13,30198,54,30,3,10,5.5,208|6464|8817,AKT2|SHC1|FGF18,-2.7,mRMR-SVM
Canonical Pathways,11,M276,PID FGF PATHWAY,,-4.6,55,13,30198,55,30,3,10,5.5,5595|6464|8817,MAPK3|SHC1|FGF18,-2.6,mRMR-SVM
GO Biological Processes,19,GO:0048762,mesenchymal cell differentiation,19_GO:0032502 developmental process,-4.6,24,9.4,30198,168,30,4,13,6.2,1499|4040|4089|5595,CTNNB1|LRP6|SMAD4|MAPK3,-2.6,mRMR-SVM
GO Biological Processes,19,GO:0043434,response to peptide hormone,19_GO:0050896 response to stimulus,-4.6,14,7.9,30198,354,30,5,17,6.8,208|1385|4040|6464|6599,AKT2|CREB1|LRP6|SHC1|SMARCC1,-2.6,mRMR-SVM
GO Biological Processes,19,GO:0030324,lung development,19_GO:0032502 developmental process,-4.6,23,9.2,30198,174,30,4,13,6.2,1385|1499|5595|8817,CREB1|CTNNB1|MAPK3|FGF18,-2.6,mRMR-SVM
WikiPathways,27,WP560,TGF-beta receptor signaling,,-4.6,52,12,30198,58,30,3,10,5.5,1499|4089|5595,CTNNB1|SMAD4|MAPK3,-2.6,mRMR-SVM
GO Biological Processes,19,GO:0030323,respiratory tube development,19_GO:0032502 developmental process,-4.5,23,9.1,30198,178,30,4,13,6.2,1385|1499|5595|8817,CREB1|CTNNB1|MAPK3|FGF18,-2.6,mRMR-SVM
GO Biological Processes,19,GO:0008286,insulin receptor signaling pathway,19_GO:0023052 signaling,-4.5,50,12,30198,60,30,3,10,5.5,208|6464|6599,AKT2|SHC1|SMARCC1,-2.6,mRMR-SVM
WikiPathways,27,WP304,Kit receptor signaling pathway,,-4.5,50,12,30198,60,30,3,10,5.5,3815|5595|6464,KIT|MAPK3|SHC1,-2.6,mRMR-SVM
KEGG Pathway,24,hsa05152,Tuberculosis,,-4.5,22,9.1,30198,180,30,4,13,6.2,208|1385|4800|5595,AKT2|CREB1|NFYA|MAPK3,-2.6,mRMR-SVM
WikiPathways,27,WP4816,TGF-beta receptor signaling in skeletal dysplasias,,-4.5,49,12,30198,62,30,3,10,5.5,1499|4089|5595,CTNNB1|SMAD4|MAPK3,-2.5,mRMR-SVM
